,Tweet_text,obesity_present,pre_count,post_count
2319,"Could someone's weight be limiting their job offers? 
https://t.co/X8YVJCTROe 

#obesity #weight #job #jobseekers #unemployment #unemployed #storytelling #work #employment #hiringmanagers #humanresources",True,0,0
2320,Quality realistic #bariatrictraining at https://t.co/MLKRqz34U7 for the bulk/weight/look of a person with #obesity. Limbs flex like real. #Fire #Paramedic #Ambulance #NHS #Nursing #Police #HART #Firefighters #USAR #Hospital #Bariatric #Patient #Training #HealthAndSafety #Rescue https://t.co/DuDQ8DPHgs,True,0,0
2321,"Research has linked #ultraprocessedfoods to a higher risk for #obesity, #heartdisease, &amp; cancer.Intriguing new work suggests that they may actually encourage overeating, possibly coz their ingredients disrupt the hormones that control hunger.
#HealthyFood  https://t.co/LgDdwAsFeo",True,2,3
2323,"Keto Hamburger Stew Recipe for Crock Pot or Stove Top - https://t.co/wx0WForR3i
#obesity #bariatricsurgery #childobesity #diabetes2 #glucoseintolerance #insulinresistance #obesepeople #prediabetes https://t.co/qE5nSitOx2",True,1,3
2324,"Column: No improvement in diabetes care since 2005. Oh yeah? - https://t.co/bfs4Anf0D0
#obesity #bariatricsurgery #childobesity #diabetes2 #glucoseintolerance #insulinresistance #obesepeople #prediabetes https://t.co/ql6WyrKo7X",True,0,4
2325,Here are some tips on how you 𝘤𝘢𝘯 change your holiday eating habits this year. https://t.co/R7stLHB3JG #weightloss #obesity #health #fitness #motivation,True,1,0
2326,RT @ChristianAssad: I love it when I stumble on Historical #Lifestyle articles regarding #Health #obesity and this was a true GEM which I f…,True,0,0
2328,"அதீத உடல் பருமனால் பாதிக்கப்பட்ட பெண் கருவுற்றால் அவர் எதிர்நோக்கும் பிரச்சனைகளும், மருத்துவ சிக்கல்களும் என்னென்ன? பருமனான தாய்மார்களின் பிரச்சனையை பல கோணங்களில் இந்த காணொளியில் மருத்துவர் மாறன் அலசுகிறார். https://t.co/mKEVrJJCpO

#Obesity #Drmaran #SpringfieldWellnessCentre https://t.co/1BsruiByuj",True,0,0
2329,"""Feelings of low self-esteem can prompt overeating that can trigger/worsen obesity.""
.@hvovi, our Panel Psychologist with BipolarIndia writes on a relevant topic 
#MentalHealth #obesity #wellness 
Are feelings making you obese? 
https://t.co/nbTZzSbQE8 via @mumbaimirror",True,0,0
2331,@MeghanAzad @AnnalisaB @makesmilk @guardian Exhibit B: U.K. 2018 “Childhood #Obesity: a plan for action Chapter 2” https://t.co/vsiQ2q2l2D,True,1,0
2332,@MeghanAzad @AnnalisaB @makesmilk @guardian Exhibit A: U.K. 2016 “Childhood #Obesity: a plan for action” https://t.co/Nc8qZR2jsg,True,1,0
2334,"Metabolomic Profiles Associated with BMI, Waist Circumference, and Diabetes and Inflammation Biomarkers in Women - Stevens - - #Obesity - Wiley Online Library https://t.co/tMqUtvlMZN",True,0,2
2335,"#ResearchHighlight
PGRMC2, a signalling #protein, found to #Play an #important #role in #obesity and metabolic diseases - study published in @nature 
For details, click below:
https://t.co/fPsj0yRfgq",True,1,2
2337,"RT @EASOobesity: What Is the @Foodanddrinkfed position In the next UK election? 
“#Obesity and food standards” - looking forward to reader…",True,2,0
2338,"Best #diet? Ditch junk food= it kills healthy #gut #bacteria that prevent #obesity, #heart #disease #cancer studies find. Strong links b/twn good bacteria, diet +overall health found after researchers lived on McDonald's meals for 10 days...""
https://t.co/th47OshzH8 #guthealth https://t.co/VzHJPpxLnq",True,4,3
2340,There are as many ways off a #weightloss plateau as there are ways to get stuck on one. But first you have to figure out what caused you to stall. Read on. https://t.co/UqbQQ2zsPS #obesity #health #fitness #motivation,True,2,0
2343,"RT @WileyNews: According the the lead author of a new @BJOGTweets study, ""weight loss surgery for the treatment of #obesity is likely to im…",True,0,1
2346,"Avail Christmas offer on registering to Euro Obesity 2020 

More Info: https://t.co/DARPE1jDXI

#Obesity #Diet #Diabetes #Endocrinology #Nutrition #Childhoodobesity #Genetic_Obesity #Dietetics #Obesity_Medicine #sarcopenicobesity #Pediatricendocrinology #bariatricsurgery https://t.co/jJkZ5Psw9K",True,3,2
2349,"Though time is short and #stress is high at this time of year, #selfcare doesn't have to take a back seat. Take time to #treatyourself - see a movie, soak in a warm tub, curl up with good book, connect with people you miss and remind yourself to just #breathe.  #obesity https://t.co/QRiYa2zPsW",True,0,0
2351,"Three meals are more than sufficient for you. Snacking is just adding to your weight. If you want snacks, take a handful of nuts (walnuts, almonds) in place of cookies, sandwiches, samosas, pakodas, chips. #lifestylediseases #obesity #Health https://t.co/CXQ7FsdrdG",True,3,1
2352,#Obesity and #Energetics Offerings for 11/29/19 posted. https://t.co/6eABVvd9jD #OEO @IUSPH @UABNORC,True,0,0
2354,"Eating Disorder Guides: https://t.co/ygref8orWI
#naturalhealth #healthybody #energy #eatingdisorder #remedy #healthy #healing #wellness #bulimia #naturalcure #obesity #remedy #food #naturalmedicine #naturalremedies #homeremedy #detox",True,2,0
2355,#Rescue or handling #Training for #scenarios involving people suffering from #Obesity? See how a Bariquin can help https://t.co/hltOcJoB4f #Fire #Paramedic #Ambulance #NHS #Nurses #HART #Firefighter #SAR #ISAR #Hospital #Care #BariatricTraining #Bariatric #PatientSafety #Dignity https://t.co/1juQP4dV8H,True,0,0
2357,"Don't hide...
Seek Help if you have Erectile Dysfuntion

#mumsfertility #mumsivf #PCOS #Hysteroscopy #Infertility #IVF #IUI #ICSI #ivftreatment #maleinfertility #femaleinfertility #obesity #hyderabad #weightloss #gainweight #diabetes https://t.co/gb5TNVO9or",True,0,5
2359,RT @NeilFlochMD: Help out @SJStewart_Psych and do this quick online study @obsmchat @obsmuk #obesity https://t.co/xCn8XFT4OA,True,0,0
2362,"🆗 You indulged during #ThanksgivingDinner 
🆕 day today 
✅ Get back to your #healthylifestyle 
⬇️ #holidayseason weight gain 
🙌🙌🙌🙌
#FridayMotivation #weightlossjourney #obesity https://t.co/Kv2Anr4kru",True,1,0
2363,O kadar acıktım ki ancak bu kadar acıkılabilirdi. #obesity,True,0,0
2364,"Brain #MRI scans have shown that #obesity can actually damage the brain, especially in teenagers. 
https://t.co/OzdTSKfatS",True,0,2
2365,"Commonly, it begins at the age of 5 and 6 years and in #adolescence and leads to several chronic health conditions.

#obesity #health 

https://t.co/mhBmmloyPL",True,0,0
2368,RT @Nicochan33: Healthcare Purchasers and the Standard of Obesity Care #HealthCare #Obesity  https://t.co/PsEde3jQoB,True,0,0
2369,Dr @RomanTurro at #kddw2019 talking about #endoscopic management of #obesity. #bariatricendoscopy https://t.co/tYgA6QDvHd,True,0,0
2370,"Reduce the risk of Diabetes by following these tips.

https://t.co/U0nAekZXMS

#Diabetes #T1D #type1diabetes #T2D #type2diabetes #nutrition #obesity https://t.co/Wr4jspd4CB",True,1,4
2373,#Rescue or handling #Training for #scenarios involving people suffering from #Obesity? See how a Bariquin can help https://t.co/hltOcJoB4f #Fire #Paramedic #Ambulance #NHS #Nurses #HART #Firefighter #SAR #ISAR #Hospital #Care #BariatricTraining #Bariatric #PatientSafety #Dignity https://t.co/HTer1v1dAi,True,0,0
2375,"Euro Clinical Obesity: https://t.co/oTwyI9OwcD
Bone risk with VLED diet researchers warn: Caution with severe calorie restriction in older women, #Antidrug #obesity #overweight #ketodiet #prevention #Eatingdisorders #diabetes #physicalactivity #weightloss #dietetics #nutrition https://t.co/7TBRydVhIC",True,6,1
2376,"""#Obesity is not linked to #health issues? 

@Julie_appleby of @KHNews explains why a dietitian’s claim to discredit obesity-related health risk is mostly false:"" https://t.co/YkA15mrhng",True,1,0
2377,"Worldwide, more women die due to #diabetes than men, 2.1 million versus 1.8 million a year, the researchers said.
If people do develop diabetes, it's crucial to prevent heart complications
#T1D #type1diabetes #T2D #type2diabetes #nutrition #obesity @WebMD 
https://t.co/7cph85HVsb",True,1,5
2378,"Free Obesity Camp organised by Diet4Health, Vashi for Health Awareness on Date 30th Nov &amp; 1 st Dec 19 Time : 11:00 AM to 3:00 PM, Register Your Self and Call : 9702070155 
#diet4health #bestdietitian #weightloss #dietchart #Obesity #fitIndia #HumFitTohIndiaFit #diet https://t.co/GlnTdLA3De",True,5,0
2381,"RT @EASOobesity: ""Diet, #obesity and health: from science to policy - learn more from Susan Jebb
@oxmartinschool  https://t.co/Hz0cIpOS8J h…",True,1,0
2382,RT @obesity2018: #obesity #diet #nutrition #obesityconferences #manila #philippines https://t.co/1ZNtHvPD1n,True,2,0
2383,#obesity #diet #nutrition #obesityconferences #manila #philippines https://t.co/1ZNtHvPD1n,True,2,0
2386,"Do we procrastinate with #food and say we will just have a #snack first? | Unimed Living https://t.co/pwIr1a1Wa6 

#obesity #diet #loseweight #procrastination #weightloss #eating https://t.co/L6CjaOY4gg",True,3,0
2387,"RT @SouthDiagnostic: Dr Uttam Kumar Saha Speaks on Obesity.
Book your appointment : 07044116274

#obesity #Heart #health #doctors #PatientC…",True,0,1
2388,"Weigh More, Pay More? Public Opinion on Varying Health Insurance Contributions among Divergent Weight Groups - new research article in #ObesityFacts 2019, Vol. 12, No. 5 - @KargerPublisher #obesity 
https://t.co/rAtvmdHH6a https://t.co/WUEl17PRwb",True,0,0
2389,Novo Nordisk and UNICEF have announced a new partnership to help prevent childhood overweight and obesity worldwide...  https://t.co/vIPBTs5x4g #Health #childhood #obesity,True,0,0
2390,"Overweight prevalence shifts from the rich to the poor as a country undergoes economic development. 
This observation challenges the assumptions about the cause of obesity.
#obsmuk #obsm #obesity
#PLOSMedicinehttps://dx.plos.org/10.1371/journal.pmed.1002968",True,0,0
2391,RT @K_Gaynor: Excitement building for the #WMSSCH study day this Friday. #Obesity: Living well with a #Chronic #disease. Sorry be missing i…,True,0,1
2392,"RT @WCRF_UK: Dr @HFreisling from @IARCWHO is one of our funded researcher. He is conducting a study on #obesity, cancer risk and survival;…",True,0,1
2393,"‘Gay gene’ apps are misleading and dangerous
#aspioneer 
#aspire_to_be_a_pioneer 
#apps #dnatesting #gaygenes #genderstereotypes #genetictesting #genomics #mentalhealth #obesity #sexuality  https://t.co/AscSrrQOJT via @Aspioneer",True,0,0
2395,"@FastMaster001

&gt; #keto,#athiest,#fasting, #IF intermittent fasting,cure #obesity and. insulin resistance /type 2 #diabetes 

Athie, athier, athiest?
Hot, hotter, hottest?

#atheist",True,1,1
2396,"Maintaining a healthy weight can be hard, especially as we age. Want to know how Metabolaid can help you achieve it easier? Read here:

https://t.co/2OBqryns1O

#Monteloeder #Metabolaid #MetabolicSyndrome #overweight #Obesity #Innoprefat #ResearchImpactEU https://t.co/8savfaPc9j",True,0,2
2397,"Another piece for exhib/docu. Trawling through old sketchbooks and creating stuff from the unseen.
@touchpaperproductions 
#exhibition #studiospilsbury #documentary #drawing #composition #obesity #feedtheworld #hunger #greed #globesity #mickeymouse #mcdo… https://t.co/ya5BAPn8CT https://t.co/zwmeXjgqI3",True,0,0
2398,"You'd think this was taken for granted by now by most MDs and #dietitians, even the blatantly industry-led ones: #obesity is really not the result of gluttony and sloth. https://t.co/fvtIpK9EdT",True,1,0
2399,"👉Stomach Reduction Surgery
👉Tupe Stomach Operation (Sleeve Gastrektomy)
👉Follow-up and Consultation After Surgery
👉Type 2 Diabetes Surgery ️

#tolanhealth #hairtransplant #turkey #antalya #england #germany #beauty #eyebrowtransplant #dentalhealth #plasticsurgery #obesity https://t.co/fJ9CUKIQtc",True,0,5
2400,"What Is the @Foodanddrinkfed position In the next UK election? 
“#Obesity and food standards” - looking forward to reader views. https://t.co/YrlWKAa2Zj https://t.co/SgGls2fBQM",True,2,0
2403,Bariquins for #Bariatric #Casualty #Rescue &amp; #Patient #Moving &amp; #Handling #Training from basic to Train-the-#Trainer level. See https://t.co/AhE363Lq2t #Fire #Paramedic #Ambulance #Nursing #Police #Firefighters #Hospital #BariatricTraining #Extrication #RTC #SAR #HART #Obesity https://t.co/r4bxL6bPqy,True,0,0
2404,"Can Obesity treatment cure type 2 Diabetes ?
For know more about the topic, check out our today's blog post..
https://t.co/Xkdx69T039
#obesity #type2diabetes #diet #prevention #treatment #cure #conference #dubai #april202 https://t.co/bhWU6yj457",True,1,2
2406,#Lapband surgery requirements: History of #obesity (up to 5 years).,True,0,1
2407,"RT @Euroobesity2020: Euro Clinical Obesity: https://t.co/oTwyI9OwcD
Obesity linked with diarrhoea, And there's more to it than diet #metabo…",True,1,0
2408,"Euro Clinical Obesity: https://t.co/oTwyI9OwcD
Obesity linked with diarrhoea, And there's more to it than diet #metabolism #Antidrug #obesity #overweight #keto #prevention #Eatingdisorders #diabetes #physicalactivity #weightloss #dietetics #nutrition 
To know more register today https://t.co/gmtw4V86Ow",True,4,1
2409,Have you seen “The overweight and #obesity transition from the wealthy to the poor in low- and middle-income countries: A survey of household data from 103 countries research” In @PLOS   here https://t.co/sOfyVsYeuw @plosmedicine https://t.co/Bg7tRRyG53,True,0,0
2410,"@aga_pallavi @ajunsonu @lowcarbindia1 @dlifein @lowcarb_aus @FructoseNo yet many industry-led MDs and #dietitians STILL like to make out that diet to beat #obesity and type 2 #diabetes is so complicated, only they can tell you what low-fat, high-carb foods to eat ...",True,3,1
2412,Quality realistic #bariatrictraining at https://t.co/MLKRqz34U7 for the bulk/weight/look of a person with #obesity. Limbs flex like real. #Fire #Paramedic #Ambulance #NHS #Nursing #Police #HART #Firefighters #USAR #Hospital #Bariatric #Patient #Training #HealthAndSafety #Rescue https://t.co/q8DLD94Mmt,True,0,0
2414,"Advert on 104 channel on Radio at 12.40 noon, 29.11.2019 - 
If paratha is made in Figaro olive oil, one can have as many parathas as desired.
Isn't this wrong message to public?
#PortionControl
#MetabolicSyndrome
#Obesity

@ascionline 
@NITIAayog 
@fssaiindia 
@drharshvardhan",True,0,2
2415,"#Suffering from #obesity? Book your appointment with #RatandeepHospital and choose #Bariatric #surgery.
For more details: +91 9265196547 #ratandeephospital #obesity. https://t.co/4vX0Ibiqig",True,0,1
2417,"The Association between Serum Testosterone and Risk Factors for Atherosclerosis (open access)

https://t.co/ucq5Z317a2

#testosterone #hormones #men #atherosclerosis #obesity #MetabolicSyndrome #cholesterol #InsulinResistance #BloodSugar #CVD #hypertension #BloodPressure",True,1,2
2418,"RT @abjhi_news: If you missed Tuesday's webinar on research into #sarcopenic #obesity in adults with knee #osteoarthritis, read the publica…",True,0,1
2419,"#Obesity &amp; #MetabolicSyndrome, Too Big of an Enemy to Be Just Fought with a Scalpel

'The metabolic syndrome kills, and the worst is yet to come. Healthcare redesign, focusing on care innovation... is vital'
#lowcarb #realfood #keto #support
#virtahealth

https://t.co/VVSegs1heS",True,2,4
2420,"My article today in the Mumbai Mirror on How the mental makeup leads to obesity.
https://t.co/HmY37sVv5T

@MumbaiMirror #HealthyEating #selfesteem #obesity #trauma #comfortfood https://t.co/69UnmLxFvM",True,1,0
2426,#Rescue or handling #Training for #scenarios involving people suffering from #Obesity? See how a Bariquin can help https://t.co/hltOcJ6ZFF #Fire #Paramedic #Ambulance #NHS #Nurses #HART #Firefighter #SAR #ISAR #Hospital #Care #BariatricTraining #Bariatric #PatientSafety #Dignity https://t.co/HFG0mrEqEH,True,0,0
2427,#Rescue or handling #Training for #scenarios involving people suffering from #Obesity? See how a Bariquin can help https://t.co/hltOcJoB4f #Fire #Paramedic #Ambulance #NHS #Nurses #HART #Firefighter #SAR #ISAR #Hospital #Care #BariatricTraining #Bariatric #PatientSafety #Dignity https://t.co/3rE9ELD4ig,True,0,0
2428,"Euro Clinical Obesity: https://t.co/oTwyI9OwcD
When it comes to obesity, everyone has an opinion. Are we tackling obesity the wrong way?#metabolism #Antidrug #obesity #overweight #ketodiet #prevention #Eatingdisorders #diabetes #physicalactivity #weightloss #dietetics #nutrition https://t.co/dv1uGJYyWk",True,4,1
2429,Ban advent calendars? Think its the shite eaten over the other 11 months thats the issue #obesity,True,0,0
2430,RT @geckoconsortium: Come and visit us in Copenhagen and hear about #metabolism #obesity #spermepigenetics on Metabolism Day 2020! https://…,True,0,0
2431,"Obesity is a major lifestyle disorder affecting about 30% of the population. Some tips to control obesity can help in avoiding weight loss surgeries. For more details,
🌐 https://t.co/a1O5xBuBQo

#obesity #weightloss #weightlosstips #weightlossjourney https://t.co/SnvrlqFRvR",True,0,0
2433,Healthcare Purchasers and the Standard of Obesity Care #HealthCare #Obesity  https://t.co/PsEde3jQoB,True,0,0
2434,"Our Patient Madhavi Aggarwal shares her experience at LivLife hospitals.

#bariatric #surgery #obesity #weight #weightgain #weightloss #testimonials #patient #Livlifehosptials https://t.co/wtQblqa6wd",True,0,1
2439,"Obesity is the condition of having excess body weight. It is measured by body mass index (BMI) and waist circumference. 
Lifestyle issues that promote weight gain and obesity. 
#lifestyle  #obesity  #food  #sleep  #health  #healthy #healthylifestyle #healthychoices  #stress https://t.co/7SBWzcU31F",True,2,0
2440,#Rescue or handling #Training for #scenarios involving people suffering from #Obesity? See how a Bariquin can help https://t.co/hltOcJoB4f #Fire #Paramedic #Ambulance #NHS #Nurses #HART #Firefighter #SAR #ISAR #Hospital #Care #BariatricTraining #Bariatric #PatientSafety #Dignity https://t.co/u6bTKw9bYW,True,0,0
2441,"वजन कम कैसे करें - वजन घटाने के लिए आदतें🧜‍♂️

👉https://t.co/rIuKHz1obH

दोस्तों, इस वीडियो में हमने वजन कम कैसे करें - वजन घटाने वाली आदतों के बारे में जानकारी दी है।

#weightloss #weightlosspills #fatloss #slimming #burnfat #fatburn #obesity #getslim  #loseweight",True,0,0
2442,"#Plant-Based Diets Help Prevent and Manage Kidney Disease: Welcoming you for #29th World congress on #Diet, #nutrition,#obesity conference held on April. #Create your #Aura at our conference by sharing research topic. #submit your Abstract: https://t.co/dfpTvkyuL0 https://t.co/RmnsDqtjlZ",True,3,2
2443,"Amazing...Avocados may hold the key to managing #obesity and #PreventingDiabetes https://t.co/33rgq6HbDs
@HRIAust https://t.co/QiPkbCuEJO",True,0,1
2445,"""#DrugOverdoses, #suicides, #alcohol-related #illnesses and #obesity are largely to blame.""
#health #wellness #US #LifeExpectancy #WeSureDoSpendALotOnHealthcare|  via @fox59
https://t.co/nmGw6LOnrx",True,1,0
2448,RT @DrAxelrod_WHO: Next month I will speak @WorldObesity Regional Conference 2019 on the theme of women 🙋🏼‍♀️🙋🏾‍♀️ &amp; children🧍🏾‍♂️: address…,True,0,0
2449,"How You Might Die, #Visualized

https://t.co/EW1xM8MRxy

[#Infographic] #lifespan #longevity #diabetes #obesity #obese #loseweight #overweight #healthyfood #healthy #diet #health #weightloss #death #LifeExpectancy #lifestyle https://t.co/38qu8bOWwT",True,2,1
2451,"Our joints bear our body weight. The more weight you have to carry, the harder it is for your joints to work comfortably. Knee pain is one of the most common complications of being obese.
Visit https://t.co/l4rtO1Dh54
Book appointment https://t.co/49ZNCoxs2t
#Kneepain #Obesity https://t.co/TKuiHDF4Vp",True,0,2
2452,"If you missed exercising today, don't beat yourself up. Just take a walk when you get home! #Fitness #healthy #nutrition #personaltraining #health #GetFit #Cardio #FitLife #GetHealthy #HealthyLife #HealthTalk  #weightloss #calories #obesity https://t.co/5QsvbYYqCW",True,4,0
2454,"IAM Platform Curated Retweet:

Via: https://t.co/Dh6WnTjZjt

‘We know most drugs to not work in most people. As a GP I’m fed up with this and want this to change’ drangelagoyal 

https://t.co/EURPlGrq03 #BadPharma #LifestyleMedicine #obesity #NHS htt",True,0,0
2455,RT @Streamlab_za: New Atlas MRI study reveals link between teen obesity and brain damage: A study claims to have identified white matter br…,True,0,1
2459,New Atlas MRI study reveals link between teen obesity and brain damage: A study claims to have identified white matter brain damage in obese teenagers. The research suggests the structural changes correlate… https://t.co/Os500KG2XB #Weight #Obesity #Brain #Imaging Via @nwtls https://t.co/PYqEshrhdA,True,0,3
2461,Bariquins for #Bariatric #Casualty #Rescue &amp; #Patient #Moving &amp; #Handling #Training from basic to Train-the-#Trainer level. See https://t.co/AhE363tODT #Fire #Paramedic #Ambulance #Nursing #Police #Firefighters #Hospital #BariatricTraining #Extrication #RTC #SAR #HART #Obesity https://t.co/OwOmce4hzI,True,0,0
2464,"#overweight, #obesity, high #BP, and high #cholesterol 

To Stay #healthy care of those is crucial https://t.co/oE9zHoSuex",True,0,0
2466,But in specific places the changes are stark https://t.co/eB5ssmWmf6 #environmentalFootprint #globalWarming #climatechange #diet #health #food #obesity #hunger,True,2,0
2471,Quality realistic #bariatrictraining at https://t.co/MLKRqz34U7 for the bulk/weight/look of a person with #obesity. Limbs flex like real. #Fire #Paramedic #Ambulance #NHS #Nursing #Police #HART #Firefighters #USAR #Hospital #Bariatric #Patient #Training #HealthAndSafety #Rescue https://t.co/Arim7LmzKD,True,0,0
2472,"RT @EASOobesity: EASO is part of a global campaign to educate and inform stakeholders about #obesity. Join us!

https://t.co/EOHtoZsgiv 

#…",True,0,0
2473,Three Ways to PREVENT OBESITY https://t.co/jXe0LJtKNn  #health #obesity #weightloss,True,0,0
2474,"Healthy snacking

Ask a Doctor Now » https://t.co/mOmbfMwPvJ

#icliniq100hrs #askadoctor #doctoronline #eatclean #healthyeating #obesity #healthyliving #apples #banana #orange #snack #salad #diet #food #nuts #almonds #cashews https://t.co/9C5TUSCh5F",True,4,0
2475,"RT @bruce_y_lee: As @Eggface pointed out on #PatientsAreNotFaking , those affected by #obesity can find their issues being disproportionate…",True,0,0
2476,"RT @BlBlvishwa: Fasting is the best drug to prevent many chronic illnesses like diabetes,obesity and cancers.
Fasting is time tested ancien…",True,0,2
2477,"My youngest, said “Mommy, #Dr. Patricia is really helping us! I am feeling better!” You and your beautiful staff ROCK!!!”–Patient Mother https://t.co/AO6eBlwFnC #DrPatriciamd #obesity #healthy #children #families #compassionate #empowering #Orangecounty #kidshealth #battleobesity https://t.co/vZ5UWcC2ND",True,0,0
2478,"Who Are You Calling Fat? Is This Show Making Things Worse?
.
It's sad to see society getting so triggered and the fact that we are now trying to justify #obesity. The #tvshow Who Are You Calling #Fat tips the scales.
.
#whoareyoucallingfat #BBC #overweight https://t.co/TS8yPWBNcj https://t.co/GThwocg8nu",True,0,0
2480,#Rescue or handling #Training for #scenarios involving peo ple suffering from #Obesity? See how a Bariquin can help https://t.co/hltOcJoB4f #Fire #Paramedic #Ambulance #NHS #Nurses #HART #Firefighter #SAR #ISAR #Hospital #Care #BariatricTraining #Bariatric #PatientSafety #Dignity https://t.co/znZLYCKbXl,True,0,0
2481,Ready for #kddw2019 @EndoscopicTreat @TerapiasObesid @Clinica_Teknon @SEEDendoscopia #gettemo #endoscopy #bariatricendoscopy #traveldoctor #obesity https://t.co/AJME8QAVnr,True,0,0
2482,"Despite what they say #dieting isn't as simple as eat less and exercise more. If it was that easy anyone could do it and there'd be no need for #weightloss products and programs.
The SWDP is a medical approach that's safe and works.
Find out more―https://t.co/EfFZPYLybM
#obesity https://t.co/ZnNqzI3NTF",True,1,0
2484,"People who are overweight or obese face a lot of health complications, negative consequences, and concerns. 
#obesity #obesityfacts  #healthcarevirtuallyanywhere #telehealth #telemedicine  #doctorsvisit #doctorsappointment #mentalhealth #therapy #therapist #healthyliving https://t.co/n6H3TPnr2L",True,0,0
2487,"RT @CaulfieldTim: ""Americans weigh more this decade, but fewer adults want to lose weight"" https://t.co/Q0hdgjzns5 #obesity #weightloss #pu…",True,0,0
2489,#Rescue or handling #Training for #scenarios involving people suffering from #Obesity? See how a Bariquin can help https://t.co/hltOcJoB4f #Fire #Paramedic #Ambulance #NHS #Nurses #HART #Firefighter #SAR #ISAR #Hospital #Care #BariatricTraining #Bariatric #PatientSafety #Dignity https://t.co/YaPQR2TXwD,True,0,0
2491,It's #DiabetesActionMonth &amp; we’re highlighting some of our #diabetes-related research. The Pasifika Prediabetes Youth Empowerment Programme (PPYEP) uses a community-led approach to address the high rates of #obesity &amp; #prediabetes in young Pasifika people. https://t.co/PEMpu6t6lu,True,0,4
2492,Bariquins for #Bariatric #Casualty #Rescue &amp; #Patient #Moving &amp; #Handling #Training from basic to Train-the-#Trainer level. See https://t.co/AhE363Lq2t #Fire #Paramedic #Ambulance #Nursing #Police #Firefighters #Hospital #BariatricTraining #Extrication #RTC #SAR #HART #Obesity https://t.co/YPDuCtWQwz,True,0,0
2494,At least Erin McGregor has an ounce of compassion. This conversation of shaming people who are overweight and commenting negatively on people suffering with an eating disorder is incredibly unhelpful #TonightVMTV #mentalhealth #MentalHealthMatters #obesity #health,True,0,0
2497,"Our Vision
Children and families feeding well, feeling well, and living well.
https://t.co/yF0WF60Glz
#DrPatriciamd #obesity #healthy #children #families #compassionate #empowering #Orangecounty #Servingkidshope #kidshealth #battleobesity https://t.co/6HRwG4nXPH",True,0,0
2499,Live authentically. #HealthyLiving #fitness #healthy #nutrition #personaltraining #health #healthyeating #GetFit #Cardio #FitLife #GetHealthy #HealthyLife #HealthTalk #Vegan #weightloss #calories #obesity https://t.co/BKbK1npWoF,True,3,0
2501,"I can hear you chewing.  Nothing says ""thankful"" quite like eating three times more than you did yesterday whilst hundreds of thousands are eating garbage out of dumpsters.  Only in fucking America.  #obesity #greed #fuckthehomeless #selfishpricks",True,0,0
2502,RT @dylanrausch: Is obesity a choice? 🧠🤯Come find out from @GilesYeo at the 4th and final @cphbiosciphd Snapshots seminar on December 4th!…,True,0,0
2505,"RT @_krisjack: There ain't no badge of honour for #overworking.

You may win #stress, #exhaustion, #obesity, #heartdisease, #depression...…",True,0,2
2507,RT @STOPObesity: Happy Thanksgiving! Today we’re especially thankful for our dedicated network of collaborators who work to improve the hea…,True,0,0
2508,"Computer: Attention, Axiom shoppers. 

Try blue! 🔵 
It's the new red! 🔴 

WALL•E #Capitalism #Obesity #Consumerism #Fangsgiving https://t.co/zggl8AO7aN",True,0,0
2512,"""Americans weigh more this decade, but fewer adults want to lose weight"" https://t.co/Q0hdgjzns5 #obesity #weightloss #publichealth",True,0,0
2516,"#Obesity is closely linked to #deprivation. The environment is heavily obesogenic. Healthy food is more expensive than unhealthy food. Cooking requires time, resources &amp; stability.
Basically it’s not possible to prioritise health over survival. 

https://t.co/1klb3AvmV1 https://t.co/r1wcwDBFOD https://t.co/xK2j902UQr",True,2,0
2517,"RT @n_equalsone: Obesity, some interesting stats

#obesity #lchf #vegan #Keto #ketogenicdiet
 https://t.co/BILEecEaUN",True,3,0
2523,"#obesity affects a large proportion of the population in many countries.

The only obesity treatment that achieves substantial and sustainable #weightloss is #bariatricsurgery.

#ifsoglobal #obsm #obsmuk https://t.co/nr1zvjPBTV",True,0,1
2527,Bariquins for #Bariatric #Casualty #Rescue &amp; #Patient #Moving &amp; #Handling #Training from basic to Train-the-#Trainer level. See https://t.co/AhE363tODT #Fire #Paramedic #Ambulance #Nursing #Police #Firefighters #Hospital #BariatricTraining #Extrication #RTC #SAR #HART #Obesity https://t.co/orapSFEU4H,True,0,0
2528,https://t.co/5cG7IhySLZ   #obesity #fitness #kidsbooks https://t.co/m4EKps3OLB,True,1,0
2530,"NEWS: #Overweight and #obesity affects one in four Australian children and adolescents. This is an issue we can all help to prevent, check out this article to see how the use of dieting apps are having a negative impact on our body image. https://t.co/VKA0N4vpez",True,1,0
2534,#diabetes #Obesity #USA #Texas #Houston #Dallas #SanAntonio #Austin #Matamoros #McAllen #Brownsville #Mexico #Tamaulipas #Tampico #Reynosa #Laredo https://t.co/hLxVTf4MCQ,True,0,1
2536,THURSDAY TRUTH - The artificial #sweeteners in# soda and other junk foods make you EAT MORE than you would if you just consumed #sugar instead.  And they can alter your #gut flora to promote #obesity and type 2 #diabetes.  Don't drink soda - #diet or oth… https://t.co/gDmcCozeWB https://t.co/P1mVFtFOQe,True,4,1
2537,"We are #passionate about making #families #healthier and #happier. Thank you United Way OC for helping with our passion for #Children's health.
https://t.co/FQIyz3LNRC #DrPatriciamd #obesity #compassionate #empowering #Orangecounty #Servingkidshope #kidshealth #battleobesity https://t.co/KqqJ11JcHv",True,0,0
